animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A706849,,REPTILE,GREEN,BROWN,Unknown,,2023-09-14,NORMAL,STRAY,FIELD,,2023-09-18,"800 BLK ATLANTIC AVE, LB 90813",LONG BEACH,RESCUE,SC REPTILE,33.7767293,-118.1847872,Alive on Intake,FALSE,1,"{'lon': -118.1847872, 'lat': 33.7767293}"
A610022,*LET ME GO,CAT,GRAY,WHITE,Neutered,2018-01-21,2018-06-21,NORMAL,STRAY,OTC,,2018-07-13,"800 BLK ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7767293,-118.1847872,Alive on Intake,FALSE,1,"{'lon': -118.1847872, 'lat': 33.7767293}"
A603085,,OTHER,BROWN,,Unknown,2017-01-26,2018-01-26,INJURED  MODERATE,WILDLIFE,FIELD,,2018-01-26,"800 BLK AVALON DR, SEAL BEACH, CA 90740",SEAL BEACH,RETURN TO WILD HABITAT,,33.7482903,-118.1006979,Alive on Intake,FALSE,1,"{'lon': -118.1006979, 'lat': 33.7482903}"
A640874,LUNA,CAT,BLACK,TORTIE,Spayed,2007-04-04,2020-03-08,NORMAL,OWNER SURRENDER,OTC,AFRAID,2020-03-25,"800 BLK BELMONT AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,33.7771627,-118.144803,Alive on Intake,FALSE,1,"{'lon': -118.144803, 'lat': 33.7771627}"
A591574,LOTTO,CAT,BRN TABBY,,Male,2016-06-08,2017-06-08,NORMAL,STRAY,FIELD,,2017-06-09,"800 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7765582,-118.1950674,Alive on Intake,FALSE,1,"{'lon': -118.1950674, 'lat': 33.7765582}"
A628009,A628009*MIKE,CAT,BRN TABBY,,Neutered,2015-06-09,2019-06-09,NORMAL,STRAY,TRAP,,2019-06-28,"800 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7765582,-118.1950674,Alive on Intake,FALSE,1,"{'lon': -118.1950674, 'lat': 33.7765582}"
A732600,*BIRDIE,BIRD,WHITE,BROWN,Unknown,2023-11-15,2024-11-15,INJURED  MODERATE,WILDLIFE,FIELD,,2024-11-16,800 BLK CERRITOS AVE,LONG BEACH,RESCUE,,33.77458379999999,-118.1777828,Alive on Intake,FALSE,1,"{'lon': -118.1777828, 'lat': 33.77458379999999}"
A657203,*MAGNOLIA,CAT,CALICO,,Spayed,2021-03-08,2021-05-08,NORMAL,STRAY,OTC,,2021-05-19,"800 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,33.77458379999999,-118.1777828,Alive on Intake,FALSE,1,"{'lon': -118.1777828, 'lat': 33.77458379999999}"
A655240,*IMPOSSIBEAR,CAT,BRN TABBY,TAN,Spayed,2011-03-26,2021-03-21,NORMAL,STRAY,OTC,,2022-05-01,"800 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,CATPAWS,33.7765571,-118.1963539,Alive on Intake,FALSE,1,"{'lon': -118.1963539, 'lat': 33.7765571}"
A739780,*CHESTNUT,CAT,GRAY,WHITE,Spayed,,2025-04-23,NORMAL,STRAY,OTC,,2025-04-28,"800 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,COMMUNITY CAT,FRIENDLY,33.7765571,-118.1963539,Alive on Intake,FALSE,1,"{'lon': -118.1963539, 'lat': 33.7765571}"
A397492,FLUFFY,DOG,TAN,,Neutered,2009-07-05,2023-04-23,I/I REPORT,STRAY,FIELD,,2023-04-26,"800 BLK DAISY AVE, LB 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.77668430000001,-118.1996903,Alive on Intake,FALSE,1,"{'lon': -118.1996903, 'lat': 33.77668430000001}"
A671351,RUBY,DOG,BROWN,,Spayed,2017-03-11,2022-03-09,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2022-03-16,"800 BLK DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.77668430000001,-118.1996903,Alive on Intake,FALSE,1,"{'lon': -118.1996903, 'lat': 33.77668430000001}"
A711807,*COMET,DOG,TAN,WHITE,Male,2022-12-13,2023-12-12,NORMAL,OWNER SURRENDER,FIELD,,2023-12-16,"800 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,33.7772073,-118.1654975,Alive on Intake,FALSE,1,"{'lon': -118.1654975, 'lat': 33.7772073}"
A711808,*GRINCH,DOG,TAN,WHITE,Neutered,2022-12-13,2023-12-12,NORMAL,OWNER SURRENDER,FIELD,,2023-12-16,"800 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,33.7772073,-118.1654975,Alive on Intake,FALSE,1,"{'lon': -118.1654975, 'lat': 33.7772073}"
A663952,,OTHER,BROWN,,Male,2020-09-17,2021-09-17,NORMAL,STRAY,FIELD,,2021-10-02,"800 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,OTHER RESC,33.7772073,-118.1654975,Alive on Intake,FALSE,1,"{'lon': -118.1654975, 'lat': 33.7772073}"
A663975,,OTHER,BROWN,,Female,2020-09-17,2021-09-17,NORMAL,STRAY,FIELD,,2021-10-02,"800 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,OTHER RESC,33.7772073,-118.1654975,Alive on Intake,FALSE,1,"{'lon': -118.1654975, 'lat': 33.7772073}"
A663977,,OTHER,BROWN,,Female,2020-09-17,2021-09-17,NORMAL,STRAY,FIELD,,2021-10-02,"800 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,OTHER RESC,33.7772073,-118.1654975,Alive on Intake,FALSE,1,"{'lon': -118.1654975, 'lat': 33.7772073}"
A663956,,OTHER,BROWN,,Unknown,2021-08-18,2021-09-17,NORMAL,STRAY,FIELD,,2021-10-02,"800 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,OTHER RESC,33.7772073,-118.1654975,Alive on Intake,FALSE,1,"{'lon': -118.1654975, 'lat': 33.7772073}"
A590577,,CAT,BLACK,WHITE,Unknown,2017-04-20,2017-05-20,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-05-20,"800 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,OTHER RESC,33.7787967,-118.1821896,Alive on Intake,FALSE,1,"{'lon': -118.1821896, 'lat': 33.7787967}"
A620674,MIMI,DOG,BLACK,WHITE,Female,,2019-01-22,NORMAL,CONFISCATE,CRUELTY,,2019-02-02,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A620688,,DOG,FAWN,,Female,2019-01-20,2019-01-22,UNDER AGE/WEIGHT,CONFISCATE,CRUELTY,,2019-01-23,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FIXLB,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A620680,PEE-WEE,DOG,BLACK,BROWN,Male,2018-01-22,2019-01-22,NORMAL,CONFISCATE,CRUELTY,,2019-02-02,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A620684,DANNY,DOG,BROWN,,Male,2018-01-22,2019-01-22,NORMAL,CONFISCATE,CRUELTY,,2019-02-02,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A620668,LILLY,DOG,BLACK,BROWN,Spayed,2018-01-22,2019-01-22,NORMAL,CONFISCATE,CRUELTY,,2019-02-27,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A620682,CHEMA,DOG,WHITE,TAN,Male,2018-01-22,2019-01-22,NORMAL,CONFISCATE,CRUELTY,,2019-02-02,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A620683,CHICO,DOG,BROWN,,Male,2018-01-22,2019-01-22,NORMAL,CONFISCATE,CRUELTY,,2019-02-02,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A620687,BONITA,DOG,BLACK,BROWN,Female,2018-01-22,2019-01-22,NORMAL,CONFISCATE,CRUELTY,,2019-02-08,"800 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FIXLB,33.7855216,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.7855216}"
A670511,*IGGY,CAT,GRAY,,Neutered,2021-09-11,2022-02-11,INJURED  MODERATE,STRAY,FIELD,,2022-02-23,"800 BLK E 28TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.808002,-118.1833654,Alive on Intake,FALSE,1,"{'lon': -118.1833654, 'lat': 33.808002}"
A604484,*BENNY,RABBIT,BROWN,WHITE,Neutered,2017-03-04,2018-03-04,NORMAL,STRAY,OTC,,2018-03-18,"800 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,33.8562493,-118.1829554,Alive on Intake,FALSE,1,"{'lon': -118.1829554, 'lat': 33.8562493}"
A685167,*GOLDIE,CAT,ORANGE,WHITE,Male,2022-09-22,2022-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2022-10-27,"800 BLK E ATHERTON ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,33.788676,-118.1179628,Alive on Intake,FALSE,1,"{'lon': -118.1179628, 'lat': 33.788676}"
A587145,*BLUEBERRY,DOG,BLUE,WHITE,Male,2014-03-16,2017-03-16,INJURED  MILD,STRAY,FIELD,,2017-06-09,"800 BLK E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,BEH MODERA,33.873857,-118.182685,Alive on Intake,TRUE,0,"{'lon': -118.182685, 'lat': 33.873857}"
A669295,NALA,DOG,BLACK,BROWN,Female,2017-01-13,2022-01-13,NORMAL,STRAY,FIELD,,2022-01-14,"800 BLK E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.873857,-118.182685,Alive on Intake,FALSE,1,"{'lon': -118.182685, 'lat': 33.873857}"
A630532,*JAE,CAT,BLACK,GRAY,Spayed,2019-03-24,2019-07-24,NORMAL,STRAY,OTC,,2019-08-16,"800 BLK E ESTHER ST, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7889444,-118.1844953,Alive on Intake,FALSE,1,"{'lon': -118.1844953, 'lat': 33.7889444}"
A629938,*HUBBA BUBBA,CAT,ORG TABBY,WHITE,Male,2019-05-14,2019-07-14,NORMAL,STRAY,OTC,,2019-07-19,"800 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8671172,-118.182876,Alive on Intake,FALSE,1,"{'lon': -118.182876, 'lat': 33.8671172}"
A637547,*MINI MEE,CAT,CALICO,,Female,2019-10-14,2019-12-14,NORMAL,STRAY,OTC,,2019-12-20,"800 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,,33.8671172,-118.182876,Alive on Intake,FALSE,1,"{'lon': -118.182876, 'lat': 33.8671172}"
A637549,*EVE,CAT,BLACK,,Female,2019-10-14,2019-12-14,NORMAL,STRAY,OTC,,2019-12-20,"800 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8671172,-118.182876,Alive on Intake,FALSE,1,"{'lon': -118.182876, 'lat': 33.8671172}"
A637548,*BLISS,CAT,BLACK,WHITE,Female,2019-10-14,2019-12-14,NORMAL,STRAY,OTC,,2019-12-20,"800 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8671172,-118.182876,Alive on Intake,FALSE,1,"{'lon': -118.182876, 'lat': 33.8671172}"
A739114,,OTHER,BLACK,GRAY,Unknown,,2025-04-06,NORMAL,WILDLIFE,FIELD,,2025-04-06,"800 BLK E HILL ST, LB 90806",LONG BEACH,RETURN TO WILD HABITAT,,33.7971302,-118.1828669,Alive on Intake,FALSE,1,"{'lon': -118.1828669, 'lat': 33.7971302}"
A610502,,CAT,BLACK,WHITE,Male,2018-06-01,2018-07-01,UNDER AGE/WEIGHT,STRAY,OTC,,2018-07-13,"800 BLK E NEW YORK ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FNDANIFOUN,33.7848688,-118.1828401,Alive on Intake,FALSE,1,"{'lon': -118.1828401, 'lat': 33.7848688}"
A681700,*DREAMER,CAT,CALICO,,Female,2020-08-08,2022-08-08,INJURED  MILD,STRAY,FIELD,,2022-08-17,"800 BLK E NEW YORK ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7848688,-118.1828401,Alive on Intake,TRUE,0,"{'lon': -118.1828401, 'lat': 33.7848688}"
A732700,,CAT,TAN,WHITE,Female,2024-05-15,2024-11-15,ILL MODERATETE,STRAY,OTC,,2024-11-15,800 BLK E OCEAN BLVD LONG BEACH CA 90802,LONG BEACH,EUTHANASIA,ILL SEVERE,33.7658141,-118.1828906,Alive on Intake,TRUE,0,"{'lon': -118.1828906, 'lat': 33.7658141}"
A618357,,BIRD,BROWN,WHITE,Unknown,,2018-12-03,ILL MODERATETE,WILDLIFE,FIELD,,2018-12-04,"800 BLK E OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,RESCUE,IBR,33.7658141,-118.1828906,Alive on Intake,FALSE,1,"{'lon': -118.1828906, 'lat': 33.7658141}"
A585461,ROSKO,DOG,BLACK,,Male,2014-02-05,2017-02-05,NORMAL,QUARANTINE,,,2017-02-15,"800 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.789362,-118.1828009,Alive on Intake,FALSE,1,"{'lon': -118.1828009, 'lat': 33.789362}"
A644297,,CAT,TORTIE DIL,,Male,2020-06-21,2020-06-23,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-23,"800 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,33.789362,-118.1828009,Alive on Intake,FALSE,1,"{'lon': -118.1828009, 'lat': 33.789362}"
A682078,MIRACLE,DOG,WHITE,BROWN,Spayed,2022-02-15,2022-08-15,UNDER AGE/WEIGHT,STRAY,OTC,,2022-08-16,"800 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,,33.789362,-118.1828009,Alive on Intake,FALSE,1,"{'lon': -118.1828009, 'lat': 33.789362}"
A698477,*DUTCH,DOG,BROWN,WHITE,Neutered,2022-10-09,2023-05-09,I/I REPORT,STRAY,FIELD,,2023-06-18,"800 BLK E PACIFIC COAST HWY, SB 90740",SEAL BEACH,ADOPTION,,33.789362,-118.1828009,Alive on Intake,FALSE,1,"{'lon': -118.1828009, 'lat': 33.789362}"
A672631,,CAT,WHITE,,Male,2018-04-03,2022-04-03,INJURED  SEVERE,STRAY,FIELD,,2022-04-03,"800 BLK E SILVA ST, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8464597,-118.1823425,Alive on Intake,TRUE,0,"{'lon': -118.1823425, 'lat': 33.8464597}"
A658440,*ANDY,DOG,BROWN,,Male,2020-06-05,2021-06-05,INJURED  SEVERE,STRAY,FIELD,,2021-06-12,"800 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8599125,-118.1827006,Alive on Intake,FALSE,1,"{'lon': -118.1827006, 'lat': 33.8599125}"
A671700,DAZEY,DOG,BROWN,WHITE,Female,2020-03-14,2022-03-14,NORMAL,WELFARE SEIZED,POLICE,,2022-03-16,"800 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8599125,-118.1827006,Alive on Intake,FALSE,1,"{'lon': -118.1827006, 'lat': 33.8599125}"
A635495,,CAT,BLACK,WHITE,Unknown,2019-09-03,2019-10-30,ILL MILD,STRAY,TRAP,,2019-11-13,"800 BLK E SUNRISE BLVD, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,33.8016829,-118.1826617,Alive on Intake,FALSE,1,"{'lon': -118.1826617, 'lat': 33.8016829}"
A678525,*COLEEN,DOG,BLACK,TAN,Female,,2022-06-29,NORMAL,STRAY,OTC,,2022-07-28,"800 BLK E VIA CARMELITOS, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,,33.8475812,-118.182288,Alive on Intake,FALSE,1,"{'lon': -118.182288, 'lat': 33.8475812}"
A593893,*LINDA,CAT,BLACK,,Spayed,2017-05-27,2017-07-20,NORMAL,STRAY,OTC,,2017-08-11,"800 BLK E VIA WANDA, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,33.8511733,-118.1825488,Alive on Intake,FALSE,1,"{'lon': -118.1825488, 'lat': 33.8511733}"
A683068,*PUMPKIN,CAT,ORANGE,WHITE,Male,2022-08-29,2022-09-04,UNDER AGE/WEIGHT,STRAY,OTC,,2022-09-04,"800 BLK E WARDLOW RD, LONG BEACH, CA 90807",LONG BEACH,RESCUE,CATPAWS,33.8187416,-118.182525,Alive on Intake,FALSE,1,"{'lon': -118.182525, 'lat': 33.8187416}"
A664677,*BECKY,DOG,TAN,,Female,2013-10-25,2021-10-21,NORMAL,STRAY,OTC,,2021-12-19,"800 BLK E WILLOW ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,LIVELOVE,33.804257,-118.182288,Alive on Intake,FALSE,1,"{'lon': -118.182288, 'lat': 33.804257}"
A738707,*HAMILTON,CAT,ORANGE,,Neutered,2024-03-29,2025-03-29,INJURED  MILD,STRAY,OTC,,2025-04-03,800 BLK E. 7TH ST. LONG BEACH CA 90802,LONG BEACH,COMMUNITY CAT,COMMCAT,33.7753505,-118.1824053,Alive on Intake,FALSE,1,"{'lon': -118.1824053, 'lat': 33.7753505}"
A642102,,WILD,BROWN,,Unknown,2019-04-23,2020-04-23,NORMAL,WILDLIFE,FIELD,,2020-04-23,"800 BLK EUCLID AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO WILD HABITAT,,33.7771565,-118.1491701,Alive on Intake,FALSE,1,"{'lon': -118.1491701, 'lat': 33.7771565}"
A591777,,DOG,WHITE,,Female,2009-06-13,2017-06-13,ILL MILD,STRAY,FIELD,,2017-06-28,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,BICHONFUR,33.7771799,-118.1556777,Alive on Intake,FALSE,1,"{'lon': -118.1556777, 'lat': 33.7771799}"
A591781,,DOG,WHITE,,Female,2014-06-13,2017-06-13,INJURED  MILD,STRAY,FIELD,,2017-06-22,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771799,-118.1556777,Alive on Intake,FALSE,1,"{'lon': -118.1556777, 'lat': 33.7771799}"
A591788,,DOG,WHITE,,Female,2011-06-13,2017-06-13,ILL MILD,STRAY,FIELD,,2017-06-28,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,BICHONFUR,33.7771799,-118.1556777,Alive on Intake,FALSE,1,"{'lon': -118.1556777, 'lat': 33.7771799}"
A591779,,DOG,WHITE,,Male,2015-06-13,2017-06-13,ILL MILD,STRAY,FIELD,,2017-06-22,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771799,-118.1556777,Alive on Intake,FALSE,1,"{'lon': -118.1556777, 'lat': 33.7771799}"
A646042,SIMBA,CAT,CRM TABBY,WHITE,Male,2018-07-22,2020-07-22,NORMAL,STRAY,OTC,,2020-08-01,"800 BLK GRAND AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771621,-118.1480569,Alive on Intake,FALSE,1,"{'lon': -118.1480569, 'lat': 33.7771621}"
A727477,SARAI 1,CAT,GRAY TABBY,,Neutered,2024-08-05,2024-08-25,UNDER AGE/WEIGHT,STRAY,OTC,,2024-08-25,800 BLK HOFFMAN AVE LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.7772394,-118.1730704,Alive on Intake,FALSE,1,"{'lon': -118.1730704, 'lat': 33.7772394}"
A717140,**STELLA MOON BEAM**,CAT,GRAY,,Female,2023-03-16,2024-03-16,ILL MILD,STRAY,FIELD,,2024-03-16,"800 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.7772394,-118.1730704,Alive on Intake,FALSE,1,"{'lon': -118.1730704, 'lat': 33.7772394}"
A656204,*FRITZY,CAT,GRAY,,Neutered,2021-03-12,2021-06-12,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2022-04-15,"800 BLK HUDSON AVE, LOS ANGELES, CA 90038",OUT OF AREA,ADOPTION,WEB,34.0852971,-118.3320847,Alive on Intake,FALSE,1,"{'lon': -118.3320847, 'lat': 34.0852971}"
A607643,,CAT,WHITE,GRAY,Male,2018-03-29,2018-05-16,NORMAL,STRAY,OTC,,2018-05-17,"800 BLK JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7773209,-118.1630949,Alive on Intake,FALSE,1,"{'lon': -118.1630949, 'lat': 33.7773209}"
A607644,,CAT,WHITE,GRAY,Male,2018-03-29,2018-05-16,NORMAL,STRAY,OTC,,2018-05-17,"800 BLK JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7773209,-118.1630949,Alive on Intake,FALSE,1,"{'lon': -118.1630949, 'lat': 33.7773209}"
A660690,,WILD,GRAY,WHITE,Unknown,2018-07-21,2021-07-21,ILL SEVERE,WILDLIFE,FIELD,,2021-07-21,"800 BLK JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7773209,-118.1630949,Alive on Intake,TRUE,0,"{'lon': -118.1630949, 'lat': 33.7773209}"
A668381,*HOUDINI,BIRD,YELLOW,ORANGE,Unknown,2020-12-23,2022-01-02,NORMAL,STRAY,OTC,,2022-01-05,"800 BLK KALLIN AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,33.7770208,-118.100791,Alive on Intake,FALSE,1,"{'lon': -118.100791, 'lat': 33.7770208}"
A605180,AKANE,GUINEA PIG,BROWN,WHITE,Female,2017-12-23,2018-03-23,NORMAL,OWNER SURRENDER,OTC,MOVE,2018-04-26,"800 BLK KALLIN AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,OTHER SHEL,33.7770208,-118.100791,Alive on Intake,FALSE,1,"{'lon': -118.100791, 'lat': 33.7770208}"
A672888,,OTHER,GRAY,,Unknown,,2022-04-09,UNDER AGE/WEIGHT,WILDLIFE,OTC,,2022-04-10,"800 BLK LEES AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,OTHER RESC,33.77564390000001,-118.1017678,Alive on Intake,FALSE,1,"{'lon': -118.1017678, 'lat': 33.77564390000001}"
A654259,,WILD,GRAY,BLACK,Unknown,2019-02-18,2021-02-18,INJURED  MODERATE,WILDLIFE,FIELD,,2021-02-18,"800 BLK LEES AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.77564390000001,-118.1017678,Alive on Intake,TRUE,0,"{'lon': -118.1017678, 'lat': 33.77564390000001}"
A703452,,DOG,BLACK,,Male,,2023-07-23,NORMAL,STRAY,OTC,,2023-07-23,800 BLK LIME AVE,LONG BEACH,RETURN TO OWNER,WALKIN,33.7765546,-118.1836903,Alive on Intake,FALSE,1,"{'lon': -118.1836903, 'lat': 33.7765546}"
A698062,ROXI,DOG,BLUE,,Spayed,2022-11-03,2023-05-03,NORMAL,STRAY,OTC,,2023-05-11,800 BLK LIME AVE LB 90813,LONG BEACH,ADOPTION,WEB,33.7765546,-118.1836903,Alive on Intake,FALSE,1,"{'lon': -118.1836903, 'lat': 33.7765546}"
A660726,,CAT,WHITE,,Female,2021-07-04,2021-07-22,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-07-22,"800 BLK LIME AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.7765546,-118.1836903,Alive on Intake,FALSE,1,"{'lon': -118.1836903, 'lat': 33.7765546}"
A591716,,BIRD,BLACK,,Unknown,2017-05-11,2017-06-11,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-06-12,"800 BLK LOCUST AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,33.7765904,-118.1910792,Alive on Intake,FALSE,1,"{'lon': -118.1910792, 'lat': 33.7765904}"
A591014,*GOALIE,GUINEA PIG,BLACK,WHITE,Male,,2017-05-29,NORMAL,STRAY,FIELD,,2017-07-09,"800 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,33.7768332,-118.1977993,Alive on Intake,FALSE,1,"{'lon': -118.1977993, 'lat': 33.7768332}"
A674845,TRUFFLE,RABBIT,BLACK,,Male,2021-05-14,2022-05-19,NORMAL,OWNER SURRENDER,OTC,NO HOME,2022-06-26,"800 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7765456,-118.2006039,Alive on Intake,FALSE,1,"{'lon': -118.2006039, 'lat': 33.7765456}"
A733456,*ITALIAN SPICE,CAT,WHITE,,Female,2024-11-15,2024-12-01,UNDER AGE/WEIGHT,STRAY,OTC,,2024-12-01,800 BLK MARTIN LUTHER KING JR AVE LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.776611,-118.1803873,Alive on Intake,FALSE,1,"{'lon': -118.1803873, 'lat': 33.776611}"
A617510,*EMMY,CAT,GRAY,WHITE,Female,2018-10-13,2018-11-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-01-06,"800 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,33.7766278,-118.1803685,Alive on Intake,FALSE,1,"{'lon': -118.1803685, 'lat': 33.7766278}"
A621458,,BIRD,BROWN,,Unknown,,2019-02-07,ILL SEVERE,WILDLIFE,FIELD,,2019-02-07,"800 BLK MARVISTA AVE, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,LBAH,33.7469939,-118.1035643,Alive on Intake,FALSE,1,"{'lon': -118.1035643, 'lat': 33.7469939}"
